avg_vote,metascore,tomatometer_score,audience_score,usa_gross_income,worldwide_gross_income
5.2,45.0,25%,94%, 63318000,63368939
6.2,34.0,20%,51%, 16809076,22217407
6.8,54.0,54%,67%, 969869,7674033
6.0,56.0,50%,44%, 3735717,8433048
6.6,53.0,55%,65%, 49554002,211368784
5.1,27.0,9%,44%, 47860214,66966987
7.0,,31%,58%, 6900,6900
7.2,57.0,60%,76%, 101530738,192330738
6.9,52.0,30%,57%, 1000626,9448082
5.6,28.0,19%,52%, 16472961,25399945
5.7,41.0,28%,69%, 41011711,68824550
3.9,,18%,39%, 464991,464991
5.3,32.0,26%,32%, 49438370,68777554
6.2,48.0,38%,55%, 32061555,69474661
8.2,98.0,95%,91%, 37634615,83258226
5.7,31.0,10%,51%, 23984949,73090611
5.7,52.0,40%,54%, 80197993,99255460
6.7,48.0,41%,55%, 10525717,39215642
6.7,70.0,73%,72%, 304533,426224
6.9,52.0,49%,80%, 63224849,205135175
6.9,66.0,80%,74%, 176654505,370569774
6.9,62.0,75%,76%, 124740460,326551094
6.4,34.0,22%,40%, 13347,7176347
3.8,15.0,4%,23%, 4775656,13097915
6.1,45.0,42%,49%, 13875,13875
7.0,75.0,93%,80%, 127807262,340487652
6.9,52.0,66%,69%, 9396870,10903846
4.6,33.0,4%,38%, 8135024,10337477
3.1,13.0,1%,38%, 13235267,18197398
6.7,70.0,86%,58%, 7164995,11772461
3.3,21.0,5%,52%, 15680099,15680099
5.4,37.0,15%,34%, 5933494,25303038
6.2,40.0,37%,44%, 166003,7033683
6.1,,65%,65%, 13804,22623
7.3,77.0,90%,75%, 5490423,7177143
5.9,44.0,100%,70%, 17807569,24470583
7.3,80.0,88%,77%, 183135014,527071022
5.8,54.0,68%,33%, 83354,83354
6.5,48.0,21%,83%, 65328121,114197742
5.6,46.0,20%,50%, 75628110,130431368
6.0,45.0,37%,69%, 62514415,158468292
7.5,64.0,70%,87%, 36605602,43090741
6.8,74.0,66%,70%, 2706659,13401952
5.2,,69%,26%, 8125,8125
6.5,62.0,66%,61%, 137221,5515163
5.4,45.0,38%,31%, 7191830,16458459
6.5,48.0,36%,67%, 219964115,457364600
5.7,54.0,29%,58%, 72210,72310
6.5,56.0,41%,52%, 50715,1175579
4.9,57.0,52%,44%, 7506,7506
6.3,35.0,15%,57%, 39687694,99965792
6.0,40.0,39%,38%, 19528602,30747504
7.2,82.0,91%,69%, 49033882,92991835
7.4,73.0,87%,83%, 17510118,49752391
6.7,49.0,67%,65%, 12807139,26012272
5.1,50.0,40%,31%, 22530295,60984606
2.8,11.0,7%,35%, 48548426,84795656
6.1,63.0,61%,86%, 21170563,21170563
6.4,61.0,74%,48%, 46495,564864
5.5,43.0,86%,80%, 54607383,119498909
5.4,31.0,16%,29%, 40689393,85416905
6.7,50.0,43%,62%, 26814957,77716017
7.4,81.0,94%,88%, 143495265,231411584
7.2,85.0,90%,82%, 2697938,4660481
6.7,84.0,85%,71%, 255923,301047
6.3,45.0,35%,58%, 48896,48896
9.0,84.0,94%,94%, 535234033,1004934033
6.3,55.0,58%,49%, 11003643,11130889
8.1,93.0,91%,86%, 40222514,76181545
5.9,66.0,67%,60%, 70278893,162970240
7.7,78.0,92%,86%, 25442958,36869414
6.3,68.0,52%,43%, 5549923,5925637
6.2,59.0,67%,48%, 78046570,152930623
7.8,68.0,66%,79%, 50866635,120654337
5.6,57.0,70%,56%, 53760,53760
7.0,69.0,82%,73%, 66661095,118475221
5.8,48.0,42%,26%, 5665,8396245
6.7,48.0,54%,73%, 10011996,21156270
5.4,30.0,21%,44%, 142614158,563749323
6.7,60.0,52%,65%, 36843682,44371751
6.0,65.0,69%,46%, 10787,1677967
6.6,49.0,53%,51%, 29121498,76129642
5.4,58.0,54%,36%, 8719,8719
2.1,30.0,2%,59%, 7009668,7009668
6.6,50.0,37%,58%, 90759676,336365676
6.2,47.0,50%,61%, 4412,4412
7.0,75.0,90%,74%, 19074800,22179430
5.9,,39%,62%, 225067,7864905
5.2,38.0,18%,23%, 7196,7196
5.8,25.0,16%,49%, 1066555,1066555
7.1,48.0,45%,74%, 202647,9995168
7.5,90.0,90%,83%, 31483450,76286096
6.3,72.0,85%,44%, 30498085,63647656
6.7,45.0,30%,62%, 35787686,57103895
5.6,42.0,46%,68%, 1653012,4529892
5.3,19.0,4%,62%, 23380495,37597471
6.5,53.0,47%,57%, 167396,407674
5.7,49.0,41%,61%, 12981269,13155091
6.7,56.0,43%,64%, 36793804,69787394
4.0,27.0,9%,53%, 95673607,159313561
5.9,29.0,8%,50%, 47852604,84297309
6.6,73.0,84%,72%, 714943,763578
7.3,62.0,67%,82%, 446165,454026
6.9,46.0,46%,61%, 31847881,55247881
6.4,48.0,43%,67%, 250863268,574480841
8.1,91.0,93%,86%, 74283625,171627166
6.8,48.0,36%,66%, 81159365,157927340
4.6,41.0,62%,28%, 15213,15213
4.0,46.0,56%,18%, 97182,97182
6.8,85.0,85%,60%, 13303319,54303319
6.9,85.0,90%,83%, 148768917,219076518
7.6,63.0,66%,80%, 187480,6079556
7.3,64.0,83%,86%, 180202163,519311965
5.0,,29%,Nan, 14059,14059
7.1,63.0,77%,76%, 70270943,155721132
6.9,57.0,58%,63%, 7202,14967
5.9,53.0,50%,59%, 25612520,30666930
6.7,62.0,55%,53%, 418296,1220058
6.8,,78%,82%, 12665721,12735126
6.9,57.0,61%,71%, 27838408,42931041
6.6,61.0,64%,66%, 180010950,603900354
4.0,24.0,44%,63%, 26890041,45847751
5.4,28.0,11%,30%, 24827228,91627228
6.6,,50%,58%, 23457,23457
7.7,86.0,92%,90%, 329379,8481254
5.7,28.0,12%,69%, 4627375,4627375
6.7,65.0,64%,69%, 47642963,68380495
7.2,65.0,68%,68%, 256393010,585349010
6.3,44.0,48%,54%, 23591432,29379723
5.8,45.0,33%,40%, 45060734,83160734
6.3,50.0,42%,62%, 43107979,92601050
6.4,,8%,56%, 35193167,77566815
7.2,55.0,71%,77%, 187168425,587204668
6.6,57.0,52%,60%, 38108728,43494280
6.3,43.0,32%,44%, 244397,2624759
6.3,,67%,61%, 848,7385679
6.9,57.0,67%,68%, 3005605,35078241
8.5,66.0,76%,92%, 53089891,109676311
6.6,45.0,35%,49%, 15740721,31148328
4.5,36.0,33%,33%, 30105968,64884277
6.2,47.0,48%,48%, 52597610,82391145
6.0,51.0,51%,44%, 11008770,22211426
6.3,28.0,25%,44%, 540382,550782
5.8,49.0,31%,33%, 22441,508084
4.8,38.0,14%,33%, 8794452,31400740
6.4,43.0,25%,45%, 4607608,31337584
7.7,81.0,91%,85%, 676775,739454
6.8,37.0,10%,61%, 25775,2602098
7.8,63.0,68%,76%, 3622,3549016
5.9,46.0,40%,58%, 49876377,50365377
5.8,52.0,46%,31%, 36804,285060
4.5,36.0,20%,24%, 13816982,46651414
6.3,46.0,40%,75%, 19185184,20387597
5.6,42.0,20%,45%, 72006777,97838349
7.6,66.0,76%,86%, 38634938,135560026
6.8,62.0,69%,77%, 80209692,117760134
7.7,72.0,76%,84%, 125120,7537453
6.1,,9%,33%, 4803,17646627
5.3,43.0,29%,53%, 16655224,21949214
5.7,32.0,18%,37%, 56215,187488
6.6,45.0,32%,57%, 688529,960828
6.1,35.0,15%,44%, 80172128,222231186
6.4,37.0,50%,71%, 12232,12232
6.2,36.0,38%,48%, 173066,173066
6.2,46.0,34%,51%, 25930652,47738099
6.2,48.0,28%,71%, 80238724,164874275
6.4,61.0,65%,26%, 10915744,11207130
5.3,12.0,2%,35%, 6575282,6964734
7.1,82.0,89%,74%, 3347411,7321309
5.2,,18%,24%, 6820,2131057
3.2,36.0,22%,65%, 7061128,7403491
7.4,61.0,64%,81%, 19661987,22222308
5.9,36.0,15%,48%, 39046489,60183821
6.4,40.0,40%,62%, 3072,3072
5.7,42.0,28%,25%, 5775178,12751667
6.2,38.0,10%,43%, 2455635,8381715
5.9,33.0,17%,45%, 55389516,99279998
3.8,23.0,7%,32%, 17630465,36300523
6.4,75.0,86%,55%, 23465,150609
6.1,30.0,17%,54%, 1924,25309
6.0,28.0,18%,45%, 18600152,26800152
6.5,56.0,70%,71%, 26167002,27293743
6.1,,38%,45%, 17303424,62450361
5.9,39.0,7%,29%, 1103075,7965682
5.5,,38%,56%, 18445,33723
6.9,62.0,70%,75%, 117154724,311312624
5.5,,44%,33%, 2099,90272
7.1,70.0,81%,74%, 23216709,96409300
6.0,24.0,27%,42%, 23624,1229330
7.9,89.0,91%,86%, 13756082,68673228
4.5,25.0,8%,23%, 27793018,83080890
6.8,59.0,57%,61%, 28563179,54926886
7.0,52.0,41%,61%, 151114,252154
6.5,62.0,67%,73%, 141621490,419665568
7.3,85.0,94%,74%, 180530,551169
7.8,83.0,82%,82%, 760507625,2789968301
5.9,47.0,34%,51%, 20342161,22021262
6.0,66.0,52%,40%, 1959420,2897757
6.2,70.0,80%,61%, 302845,302845
5.5,34.0,26%,46%, 65002019,91379051
8.1,73.0,83%,89%, 18354356,56255142
6.5,59.0,63%,68%, 50572589,145896422
7.1,57.0,55%,62%, 39394666,115900897
6.4,61.0,73%,54%, 67505,151449
7.1,53.0,49%,79%, 43545364,43545364
4.7,17.0,19%,28%, 11004,3510643
5.9,37.0,15%,69%, 120059556,186054170
5.3,25.0,7%,53%, 43799818,69327279
6.8,52.0,37%,76%, 37629831,46432264
6.0,39.0,22%,40%, 42194060,105647102
5.7,,25%,36%, 663,663
2.8,23.0,8%,22%, 7438000,27450189
5.9,26.0,0%,47%, 18450127,24397992
5.6,42.0,93%,48%, 51708,499620
7.1,58.0,89%,85%, 28544157,43318349
6.6,52.0,46%,61%, 867275,21968891
7.8,76.0,80%,87%, 130164645,266465037
5.0,,72%,40%, 3126,3126
7.6,82.0,89%,83%, 17266000,56107312
7.0,60.0,68%,64%, 635783,843945
5.4,30.0,0%,78%, 79436,79436
5.0,43.0,20%,35%, 11803254,50650079
5.9,41.0,24%,44%, 16659,16659
6.1,35.0,24%,44%, 14011084,30426096
5.5,49.0,19%,41%, 12550605,13196245
5.5,42.0,33%,52%, 16100,16100
7.1,55.0,56%,75%, 291045518,668045518
4.5,38.0,19%,14%, 16815,16815
6.7,65.0,62%,60%, 50899,1066141
5.5,40.0,15%,67%, 3106835,3106835
5.4,44.0,25%,82%, 61356221,75511123
5.4,42.0,32%,43%, 25200412,57881056
5.7,49.0,26%,81%, 31366978,31609243
7.1,47.0,47%,53%, 9208876,16443609
7.1,73.0,85%,74%, 104400899,267045765
7.9,67.0,84%,87%, 7800824,33394440
6.4,54.0,71%,64%, 5565,5565
5.6,54.0,41%,41%, 16123323,22985194
7.3,45.0,55%,76%, 28549298,48121900
4.0,24.0,67%,86%, 6881022,8267379
6.1,63.0,59%,58%, 251150,1040386
5.8,43.0,34%,33%, 61979680,139789765
7.8,85.0,83%,80%, 50927067,129266061
6.6,50.0,48%,45%, 15078,15078
5.3,32.0,15%,31%, 900926,1035056
5.4,51.0,46%,54%, 73034460,117000198
5.2,30.0,15%,42%, 7563670,21458111
6.2,47.0,48%,53%, 102458,8936663
2.2,18.0,6%,59%, 5713425,5713425
6.8,61.0,77%,63%, 50837305,108255770
7.2,56.0,63%,71%, 3866794,12252684
5.9,44.0,37%,33%, 22537881,27437881
8.0,84.0,93%,91%, 27298285,55198285
5.8,26.0,9%,33%, 351416,532726
6.1,35.0,15%,44%, 30691439,77488607
7.1,77.0,83%,60%, 1109660,1521261
7.0,50.0,63%,67%, 80070736,218340595
5.6,25.0,13%,38%, 33618855,78324220
4.3,25.0,9%,33%, 13349927,13539154
5.8,25.0,18%,52%, 19103072,24991167
6.2,25.0,21%,39%, 13261851,28189979
7.4,67.0,42%,45%, 8580428,46789413
6.4,51.0,54%,66%, 144169664,609896805
6.1,43.0,31%,67%, 10572742,10726909
3.5,11.0,4%,38%, 32015787,78378744
6.7,49.0,46%,49%, 973018,22659793
7.2,59.0,69%,79%, 635733,10878867
7.9,82.0,94%,91%, 257730019,385680446
6.5,64.0,78%,59%, 2429367,3748295
6.4,52.0,65%,56%, 11175164,30576510
2.4,17.0,2%,29%, 39739367,86865564
7.1,67.0,83%,76%, 63172463,105173115
6.7,61.0,67%,70%, 134806913,263427551
6.1,31.0,11%,31%, 4598506,17741298
6.7,72.0,91%,65%, 2206405,5926410
6.7,64.0,76%,55%, 20211394,27665851
5.8,39.0,27%,40%, 163214888,493214993
7.0,57.0,77%,76%, 181030624,449326618
5.6,51.0,53%,28%, 408709,457690
6.8,32.0,28%,76%, 47365290,439048914
6.8,36.0,21%,60%, 9534258,16974459
7.1,63.0,57%,66%, 6363628,6491240
6.2,65.0,54%,36%, 1507990,2888315
5.9,37.0,33%,36%, 3995018,7766240
6.8,55.0,47%,62%, 9736045,27038732
6.0,59.0,70%,50%, 80136,107559
6.6,38.0,13%,85%, 10178331,10307987
7.3,70.0,81%,84%, 5972884,11293663
6.1,58.0,72%,50%, 83361,3533227
6.7,48.0,36%,57%, 133375846,485930816
6.9,40.0,30%,58%, 20930,343818
6.3,49.0,37%,37%, 1588015,14603177
8.0,90.0,96%,92%, 4445756,22752071
6.9,81.0,83%,68%, 4444637,14350945
7.1,66.0,67%,72%, 11114018,64191523
3.3,23.0,3%,36%, 74158157,149673788
6.3,42.0,28%,42%, 6928068,7550073
5.7,37.0,21%,72%, 388390,388390
6.0,37.0,40%,60%, 43945766,93945766
5.0,50.0,35%,40%, 769726,785528
5.9,55.0,60%,45%, 5149,5149
3.8,24.0,14%,33%, 32235793,40854735
6.1,,45%,33%, 14251,14251
7.2,57.0,80%,90%, 443591,443591
5.9,47.0,49%,53%, 88768303,226497209
7.6,36.0,26%,75%, 69951824,168168201
5.6,33.0,88%,65%, 29062561,31198531
6.4,38.0,23%,51%, 303439,7248490
6.4,46.0,58%,59%, 32010860,49779728
6.2,45.0,36%,70%, 11892415,13620075
7.6,53.0,47%,73%, 21488481,76586316
5.2,36.0,25%,30%, 21295021,48795021
8.6,74.0,72%,85%, 188020017,677471339
7.0,63.0,66%,72%, 202359711,540007876
7.7,45.0,55%,78%, 1755212,4225921
5.7,34.0,18%,47%, 110485654,216485654
5.7,41.0,26%,44%, 32862104,49690625
6.5,,80%,71%, 14485,689473
5.2,,13%,23%, 29784,106596
5.8,34.0,27%,40%, 55250026,102223269
6.7,61.0,57%,56%, 31720158,38332994
7.1,53.0,62%,75%, 143153751,255743093
7.2,53.0,47%,80%, 47003582,95696996
7.7,63.0,61%,82%, 35739802,113020256
7.0,76.0,71%,67%, 6617867,20483677
7.4,42.0,41%,77%, 93466502,175372502
4.6,,17%,32%, 13944,13944
7.4,79.0,88%,84%, 554826,1297260
6.3,40.0,24%,58%, 56280355,217124280
6.6,68.0,69%,57%, 267880,544925
6.6,74.0,79%,70%, 9176787,18935657
7.6,76.0,88%,87%, 121463226,169871719
6.6,58.0,65%,58%, 168368427,586090727
6.5,,71%,61%, 829,829
6.7,46.0,38%,52%, 121994,1783190
4.8,30.0,14%,25%, 19806188,39040174
5.6,49.0,50%,72%, 872643,15242548
6.9,43.0,57%,66%, 11436,11436
6.0,,20%,49%, 63521,63521
5.4,,53%,40%, 72568,73445
7.1,47.0,44%,72%, 148313048,358375603
4.6,24.0,0%,27%, 575048,1141018
7.2,67.0,68%,78%, 11902715,35078918
5.9,36.0,25%,33%, 108595,2005519
6.9,51.0,55%,69%, 100468793,128107642
5.8,47.0,22%,38%, 33479698,43884230
7.5,74.0,93%,85%, 92186262,154026136
4.5,32.0,17%,52%, 5812781,5812781
6.8,63.0,74%,57%, 18317151,20575243
7.0,86.0,92%,74%, 20811365,34758951
6.8,55.0,68%,64%, 3531756,5530764
6.4,29.0,100%,84%, 7712114,9444018
4.6,15.0,89%,73%, 4694636,6265483
6.5,42.0,62%,45%, 32752215,45992398
7.0,66.0,73%,79%, 1785505,10871012
6.5,63.0,80%,69%, 17657973,17657973
6.7,52.0,64%,65%, 107518682,268426634
7.3,,64%,89%, 23571,199891
5.6,66.0,62%,41%, 958961,5540941
6.7,54.0,56%,65%, 224169,908847
5.5,55.0,43%,50%, 48237389,70431655
6.3,49.0,38%,58%, 519086,869352
6.1,48.0,45%,44%, 26650,6294161
7.6,79.0,89%,84%, 9427089,18078175
5.2,31.0,13%,30%, 102491776,403449830
6.1,41.0,36%,64%, 30617396,31626386
6.6,45.0,44%,47%, 3351751,19844979
6.1,61.0,73%,49%, 30638,276694
6.8,61.0,74%,63%, 12062558,16580250
6.9,62.0,62%,67%, 13848978,43306325
6.8,59.0,81%,73%, 111506430,275698039
5.0,20.0,12%,18%, 300000,382174
6.6,57.0,64%,60%, 52075270,127992431
5.9,34.0,9%,44%, 8665206,20458667
5.9,37.0,15%,55%, 46012734,105962760
7.7,80.0,93%,88%, 18622031,27426335
6.6,49.0,53%,55%, 404122,6983220
6.0,55.0,63%,55%, 60494212,64163648
4.8,25.0,10%,26%, 14744435,20976402
6.2,50.0,60%,54%, 1104682,1874460
5.8,49.0,39%,37%, 19676965,53998806
5.9,29.0,12%,34%, 12767,12767
7.6,53.0,66%,85%, 255959475,309208309
6.6,78.0,87%,64%, 4033574,4313085
7.0,81.0,91%,75%, 118095,14723313
5.8,50.0,36%,42%, 80574010,204594016
6.2,32.0,16%,52%, 28687835,52659594
5.7,,50%,36%, 1925,1925
5.9,42.0,30%,37%, 23209310,108609310
4.8,17.0,6%,30%, 33862903,40105542
5.6,37.0,28%,38%, 580862,1296184
7.1,58.0,72%,65%, 25594957,57293715
5.1,25.0,17%,68%, 8462347,18662347
6.6,35.0,29%,63%, 64460211,79799880
3.9,,14%,22%, 6422,1627909
7.0,63.0,78%,65%, 60355347,163720069
7.6,95.0,97%,84%, 17017811,49230772
6.1,52.0,52%,44%, 27779426,49843011
7.0,49.0,31%,66%, 1031872,7785975
5.9,36.0,20%,62%, 63300095,139352633
6.2,47.0,27%,47%, 15002854,63215872
3.7,17.0,5%,18%, 8742261,12764201
6.5,50.0,41%,62%, 53032453,79181750
8.1,74.0,99%,91%, 217581231,494878759
6.4,56.0,73%,59%, 198351526,381509870
6.3,58.0,58%,54%, 238736787,752600867
6.3,52.0,39%,38%, 493296,1356253
3.6,16.0,9%,26%, 7498716,9669758
7.2,64.0,65%,59%, 8117000,27635305
5.5,24.0,11%,51%, 58715510,115154152
6.1,62.0,72%,46%, 8050,8050
5.2,,20%,18%, 15198,15198
7.8,58.0,64%,83%, 303003568,1017003568
7.0,62.0,72%,67%, 65108,1333241
7.4,80.0,89%,85%, 12551031,28641776
6.2,49.0,35%,42%, 16928670,27428670
5.8,54.0,46%,78%, 55204525,55862886
6.2,55.0,56%,57%, 50659,2725258
7.8,88.0,97%,91%, 9439923,20710513
7.0,64.0,68%,73%, 87341380,101624843
5.7,50.0,40%,31%, 15988876,22942221
6.8,56.0,48%,58%, 4078607,4628553
7.5,68.0,80%,78%, 33446470,51018161
6.2,44.0,36%,58%, 126643061,356700357
4.8,,33%,22%, 97182,97182
6.7,38.0,16%,49%, 455654,3529869
3.9,17.0,7%,38%, 43869350,57197876
7.0,76.0,86%,72%, 2229058,5132850
6.1,52.0,45%,45%, 65388,784604
6.3,63.0,54%,81%, 49121934,49778552
4.1,20.0,5%,30%, 131772187,319713881
5.0,16.0,10%,35%, 17529157,52302796
7.0,71.0,82%,70%, 110515313,188072649
7.5,74.0,92%,82%, 54712227,147332697
8.0,79.0,85%,84%, 106954678,329398046
6.1,47.0,44%,39%, 39263506,44655002
6.8,63.0,53%,57%, 35053660,154711438
6.9,66.0,73%,77%, 262030663,757930663
5.0,34.0,18%,24%, 64506874,163403799
5.8,41.0,22%,48%, 20668843,26412163
5.2,39.0,28%,64%, 217326974,361336633
7.4,,68%,80%, 1601,2744414
6.1,53.0,54%,40%, 217277,3979243
2.8,25.0,83%,73%, 952820,1051907
6.0,39.0,30%,52%, 41850659,84375346
7.3,69.0,67%,71%, 22911480,75226021
4.4,31.0,22%,18%, 224409,224409
5.9,39.0,32%,48%, 17419,17419
6.0,33.0,26%,55%, 110101975,212874864
5.9,,27%,32%, 1785,1785
5.5,36.0,25%,30%, 16814,16814
6.5,34.0,22%,45%, 70600,6692182
5.5,26.0,33%,32%, 95,95
7.3,64.0,76%,74%, 11001272,27424469
6.5,52.0,58%,37%, 25450527,60161391
6.6,32.0,40%,73%, 146750,188126
5.8,44.0,48%,30%, 17432844,22736861
6.8,65.0,70%,70%, 518522,2852915
7.8,79.0,90%,89%, 93617009,129190869
6.0,55.0,45%,39%, 109846,3234706
6.5,55.0,65%,49%, 347977,347977
6.9,55.0,55%,61%, 11538204,15481161
7.5,83.0,93%,78%, 73864507,185770160
6.5,58.0,53%,46%, 7873007,17929684
5.5,40.0,95%,87%, 79366978,233093859
5.5,27.0,9%,34%, 148438600,310650585
6.5,63.0,63%,52%, 15515460,22869853
7.0,61.0,72%,72%, 4643,10731
6.7,51.0,46%,49%, 341323,896298
6.4,45.0,40%,71%, 229024295,657924295
6.7,66.0,75%,61%, 3581642,14894347
5.4,34.0,15%,18%, 149528,1148511
6.3,48.0,56%,67%, 64167069,136267476
6.8,55.0,60%,60%, 6008677,23570541
7.6,58.0,63%,79%, 34194407,108901967
6.3,66.0,81%,64%, 5210988,12225023
5.4,19.0,5%,44%, 49492060,96753696
4.7,16.0,0%,26%, 52132,52132
7.1,82.0,88%,74%, 2511476,5414283
5.0,50.0,35%,44%, 24719879,24719879
6.3,53.0,50%,58%, 104386950,415686217
7.0,,82%,76%, 352810,352810
6.9,53.0,37%,54%, 266967,287567
6.6,64.0,74%,65%, 31487293,33506644
7.3,68.0,74%,74%, 77591831,373993951
4.9,35.0,9%,24%, 29731,29731
4.6,33.0,8%,19%, 2134,569206
7.1,56.0,62%,65%, 83077833,200292390
7.6,82.0,90%,83%, 154084,3185113
6.3,45.0,37%,38%, 38577772,122444772
7.6,57.0,69%,77%, 209028679,524028679
7.0,60.0,65%,64%, 23530831,27664723
6.1,47.0,40%,57%, 76808654,160259319
5.1,43.0,52%,24%, 19367,694422
6.3,43.0,29%,55%, 80014842,114977104
5.8,39.0,44%,43%, 98780042,227817248
6.8,65.0,71%,66%, 40259119,63782078
8.2,75.0,80%,82%, 116900694,392000694
6.7,72.0,85%,60%, 13367624,27074492
3.8,,50%,20%, 457380,11283337
5.8,45.0,42%,34%, 10324441,11168712
5.6,53.0,49%,77%, 152647258,415253641
6.4,47.0,41%,59%, 93953653,178846899
7.2,63.0,72%,72%, 148415853,321885765
4.4,,57%,36%, 26064,26064
3.3,17.0,4%,46%, 4161625,4161625
5.6,33.0,47%,66%, 6490401,7330338
5.5,47.0,29%,25%, 19716,19716
6.5,56.0,65%,66%, 31457946,42106992
6.4,54.0,52%,51%, 30017992,114956699
8.0,86.0,91%,90%, 141319928,377910544
6.7,69.0,68%,65%, 2345941,2674090
6.6,46.0,29%,67%, 155064265,360364265
5.1,31.0,7%,29%, 1186538,4634062
6.4,53.0,51%,55%, 334191110,1025467110
6.5,41.0,27%,41%, 1224330,12951093
5.0,39.0,24%,36%, 22455510,77211836
6.5,65.0,69%,55%, 3573673,4681651
5.7,66.0,76%,37%, 17010170,26857459
6.1,53.0,92%,75%, 7002261,8527658
6.2,63.0,65%,66%, 44089964,44352417
7.0,79.0,90%,68%, 9228768,31430334
7.5,88.0,99%,86%, 52076908,66787908
6.4,62.0,61%,43%, 123570,6814789
6.6,39.0,23%,34%, 24850922,41627431
7.3,66.0,83%,84%, 2701859,20348249
4.8,45.0,27%,37%, 19137,19137
6.2,59.0,55%,44%, 52474616,134748021
6.1,47.0,38%,41%, 16289867,17635397
7.2,61.0,63%,76%, 59713955,60251371
5.4,43.0,17%,42%, 47812,73848
5.2,,71%,52%, 2191534,4170204
4.9,47.0,31%,22%, 47425125,95437994
6.2,53.0,41%,46%, 6409528,8767338
6.3,45.0,31%,47%, 5666340,11087569
7.3,53.0,60%,71%, 5700626,25739994
7.3,84.0,88%,79%, 82584160,177243185
6.1,36.0,26%,65%, 80277646,219375562
5.9,,40%,37%, 122082,8135031
6.5,49.0,46%,64%, 1891936,1891936
6.0,36.0,18%,37%, 40081410,79498846
6.2,55.0,40%,41%, 19490041,27122040
6.8,64.0,65%,66%, 2483472,7942093
7.0,74.0,85%,68%, 32869,1037505
6.9,53.0,47%,64%, 94835059,157107755
5.2,32.0,19%,31%, 40168080,67918658
5.6,22.0,12%,51%, 67061228,136333522
5.5,10.0,31%,41%, 13229,13229
5.6,26.0,25%,42%, 22406,354628
7.0,65.0,67%,65%, 8195551,8883019
4.2,22.0,4%,33%, 18848538,61279452
3.9,28.0,3%,18%, 13559812,15418749
7.7,81.0,92%,86%, 132092958,236412453
6.6,65.0,71%,61%, 2037459,39408227
4.9,34.0,14%,23%, 43337279,62357900
5.9,34.0,14%,46%, 19219250,41622502
5.8,32.0,34%,50%, 150201498,302469017
6.1,37.0,33%,51%, 7919117,9323833
6.0,36.0,17%,59%, 77267296,119772232
6.2,40.0,35%,50%, 115592,507534
8.2,88.0,98%,90%, 293004164,735099082
6.3,60.0,78%,62%, 80080379,158260952
6.3,32.0,22%,41%, 13794835,18409891
6.2,53.0,41%,40%, 7204138,7448385
7.0,57.0,60%,55%, 4442377,4802953
6.8,65.0,64%,60%, 7689607,61808775
6.5,39.0,29%,61%, 53374681,105648706
6.0,35.0,20%,57%, 402111870,836303693
7.3,74.0,77%,75%, 37491364,122426792
6.3,58.0,56%,39%, 18451251,32406507
6.6,43.0,26%,62%, 101440743,178066569
7.0,64.0,77%,68%, 80048433,170764026
7.9,100.0,97%,80%, 25352281,44495281
6.8,55.0,100%,74%, 137855863,325286646
6.9,52.0,60%,70%, 58709717,117094902
6.1,61.0,54%,38%, 25368,37887
5.8,43.0,40%,49%, 23186769,39667665
5.9,58.0,69%,61%, 51802742,63543328
6.8,45.0,38%,56%, 200730,5642414
6.8,46.0,46%,66%, 97690976,223241637
4.3,34.0,18%,32%, 51774002,132563930
5.4,28.0,13%,32%, 25091816,44019588
2.8,9.0,2%,25%, 38233676,84646831
7.7,81.0,92%,86%, 304360277,1108561013
6.3,64.0,63%,48%, 294244,384659
5.7,52.0,43%,44%, 67172594,106387141
4.7,33.0,12%,20%, 10547117,10903312
7.3,82.0,97%,81%, 622403,1291848
6.2,55.0,35%,46%, 79727149,245527149
7.4,51.0,48%,72%, 49200230,95714875
5.5,23.0,10%,39%, 109204945,171844840
4.8,39.0,45%,33%, 23412,23412
6.1,44.0,53%,40%, 10166820,11084630
6.0,53.0,56%,44%, 31691811,41319906
7.0,61.0,70%,72%, 2077116,3175469
6.5,31.0,14%,64%, 46294610,127994610
6.7,61.0,59%,58%, 52429,52429
7.5,60.0,74%,87%, 125095601,154802912
5.3,52.0,41%,61%, 11537046,11767866
7.0,57.0,70%,62%, 37412945,97984015
5.8,39.0,27%,37%, 15122676,15300714
6.4,36.0,4%,36%, 46425,9245891
4.9,18.0,12%,25%, 21443494,64626786
5.7,54.0,52%,39%, 28564,28564
5.8,46.0,21%,31%, 10027047,10172519
2.5,45.0,15%,20%, 9362785,55720772
5.1,,44%,29%, 43712,43712
7.0,81.0,87%,66%, 12096300,19206513
6.2,31.0,56%,57%, 9890,9890
7.0,74.0,82%,59%, 3149034,16303643
5.5,66.0,67%,35%, 695840,1007962
6.5,41.0,24%,49%, 481586,767567
6.3,54.0,62%,56%, 4886216,4925288
6.4,37.0,33%,53%, 55125,143485
7.2,77.0,97%,80%, 76271832,268047808
4.4,47.0,44%,67%, 79576189,155545279
5.2,39.0,33%,43%, 146336178,183293131
7.7,73.0,78%,84%, 277322503,467517116
7.4,81.0,87%,77%, 9706328,12903649
5.5,30.0,12%,34%, 17223265,114178613
7.2,64.0,78%,76%, 1110509,4980736
5.1,45.0,40%,35%, 71007,71007
7.1,67.0,84%,73%, 40962534,75993061
6.9,53.0,47%,64%, 20810036,25035950
